32111409;368250373;368250397;
32111409;368250397;2124110014;
32111409;2124110014;360394434;
32111409;360394434;360394435;
32726742;1810687135;2124110013;
32726742;2124110013;368250343;
32726742;368250343;360394434;
32726742;360394434;368250341;
32726742;368250341;2086389935;
32726742;2086389935;368249930;
32726801;368250397;4309992212;
32726801;4309992212;368250398;
32726801;368250398;368250399;
35910913;419785097;419785099;
35910913;419785099;419785101;
35910913;419785101;1810687299;
35910913;1810687299;1810687309;
36333613;423796754;419785097;
36333613;419785097;423796755;
36333613;423796755;1810687157;
38329790;452589673;453459911;
38329790;453459911;1810687082;
38329790;1810687082;452589671;
38376593;452589671;1810687088;
38376593;1810687088;1810687116;
38376593;1810687116;1810687119;
38376609;453459697;453460672;
38376609;453460672;453460670;
38376609;453460670;453459911;
38376638;453462783;453462787;
38376638;453462787;453460670;
38376660;453464432;453464436;
38503336;269538640;452589673;
38503336;452589673;452589253;
38503362;269538640;455528809;
38503362;455528809;2086395358;
38503362;2086395358;1810687139;
38503419;452589253;1810686933;
38503419;1810686933;1810686920;
38503419;1810686920;453464432;
38503419;453464432;453465874;
38503666;453465877;4552806514;
38503666;4552806514;455532817;
41842002;517172729;517178583;
41842002;517178583;517178585;
41842696;1810687320;1106085871;
41842696;1106085871;2376120984;
41842696;2376120984;517185715;
41842696;517185715;423796758;
41842696;423796758;2041642114;
41842696;2041642114;4565481878;
41842696;4565481878;2041642107;
41842696;2041642107;517172729;
41890363;518299257;518301178;
41890363;518301178;518301179;
41890363;518301179;518301181;
41890363;518301181;518301182;
41890363;518301182;518301183;
41890363;518301183;958313587;
41890363;958313587;518301187;
41890363;518301187;1810686987;
41890363;1810686987;1810686964;
41890363;1810686964;518301188;
41890364;518301188;518301190;
41890364;518301190;518301191;
41890364;518301191;1810686739;
41890364;1810686739;518301193;
41890364;518301193;518301195;
41890364;518301195;2367495466;
41890364;2367495466;518301197;
41890364;518301197;2382238072;
41890364;2382238072;2367871588;
41890364;2367871588;2367871570;
41890364;2367871570;518299254;
42108266;360394783;1810687145;
42108266;1810687145;1810687142;
42108266;1810687142;360394781;
42108295;2041646958;2041648033;
42108295;2041648033;517172729;
106462228;368249929;1224729534;
106462228;1224729534;1224728211;
106462228;1224728211;1224729139;
106462255;357593880;2215489945;
106462255;2215489945;4401796975;
106462255;4401796975;2367876691;
106462255;2367876691;1810686953;
106462255;1810686953;1224729139;
166173444;1810686919;453465870;
166173444;453465870;1810687003;
166173444;1810687003;1810687001;
166173444;1810687001;453456367;
166173445;453491857;453464436;
166173445;453464436;453465874;
166173445;453465874;453465876;
166174650;368249922;453465876;
166178028;4432602213;4432602214;
166178028;4432602214;4432602215;
166178028;4432602215;4432602216;
166178028;4432602216;453491857;
166178028;453491857;4432602205;
166178028;4432602205;4432602206;
166178028;4432602206;1810686919;
166178028;1810686919;1810686891;
166178028;1810686891;1776593853;
166178028;1776593853;4432602207;
166178028;4432602207;4432602208;
166178028;4432602208;4432602209;
166178028;4432602209;4432602210;
166178028;4432602210;1776593834;
166178028;1776593834;4432602211;
166178028;4432602211;4432602212;
166178028;4432602212;1810686840;
166178028;1810686840;453491786;
166178028;453491786;1776593851;
166178028;1776593851;4432602213;
169908809;2367876693;2086389928;
169908809;2086389928;368250399;
169908809;368250399;368249927;
169908809;368249927;4401901984;
169908815;1810687187;1810687189;
169908815;1810687189;423796753;
169908815;423796753;1810687186;
169908815;1810687186;1810687184;
169908815;1810687184;1810687180;
169908815;1810687180;1810687178;
169908815;1810687178;1810687176;
169908815;1810687176;1810687174;
169908815;1810687174;1810687172;
169908815;1810687172;1810687173;
169908815;1810687173;1810687175;
169908815;1810687175;1810687177;
169908815;1810687177;1810687179;
169908815;1810687179;1810687183;
169908815;1810687183;1810687185;
169908815;1810687185;1810687187;
169908817;1810687157;1810687159;
169908817;1810687159;1810687158;
169908817;1810687158;1810687156;
169908817;1810687156;1810687152;
169908817;1810687152;1810687150;
169908817;1810687150;1810687146;
169908817;1810687146;1810687141;
169908817;1810687141;1810687139;
169908817;1810687139;1810687136;
169908817;1810687136;1810687137;
169908817;1810687137;1810687140;
169908817;1810687140;1810687144;
169908817;1810687144;1810687147;
169908817;1810687147;1810687151;
169908817;1810687151;1810687155;
169908817;1810687155;1810687157;
169908845;360394781;1810687154;
169908876;423796754;360394783;
169908901;1810687145;1810687148;
169908901;1810687148;1810687154;
169908902;1810687154;360394789;
169908902;360394789;360394788;
169908905;423796753;423796757;
169908905;423796757;423796758;
169908953;1810687140;1810687143;
169908953;1810687143;1843336710;
169908953;1843336710;1810687135;
169908966;360394788;3750121908;
169908966;3750121908;360394786;
169908966;360394786;1810687181;
169908966;1810687181;360394783;
169908969;1810687032;1810687054;
169908969;1810687054;4401902289;
169908972;1810687173;1810687169;
169908972;1810687169;1810687149;
169908972;1810687149;1810687141;
169908976;1810687158;1810687164;
169908976;1810687164;423796756;
169908976;423796756;1810687183;
173538931;368250373;1843336758;
173538931;1843336758;2086389922;
173538936;1843336769;1843336740;
173538936;1843336740;2611128017;
173538936;2611128017;1843336714;
173538937;1843336740;1843336767;
173538937;1843336767;1843336722;
173538942;1843336755;1843336762;
173538945;1843336771;2611128017;
173538948;1843336716;1843336759;
173538948;1843336759;1843336723;
173538948;1843336723;1843336740;
173538949;1843336763;1843336703;
173538949;1843336703;1843336710;
193639929;2041648032;2041648033;
198510612;1810687024;2086389929;
198510612;2086389929;2086389927;
198510612;2086389927;2086389934;
198510614;2086389917;2086389913;
198510614;2086389913;2086389925;
198510616;2086389914;2086389936;
198510616;2086389936;2086389911;
198510616;2086389911;2086389915;
198510616;2086389915;3813729371;
198510622;2086389935;2086389912;
198510622;2086389912;2086389928;
198510624;1810687135;423796754;
198510626;2086389922;2086389932;
198510626;2086389932;2086389926;
198510626;2086389926;2086389940;
