198510626;2086389940;2086389914;
198510626;2086389914;2086389937;
198510626;2086389937;2086389938;
198510626;2086389938;2086389921;
198510626;2086389921;2086389923;
198511066;1843336765;1843336707;
198511066;1843336707;1843336763;
198511066;1843336763;2086395361;
198511066;2086395361;2086395359;
198511066;2086395359;2086395360;
198511066;2086395360;2086395358;
202442755;368250373;2124110015;
202442755;2124110015;1843336765;
202442756;2124110011;2124110018;
202442756;2124110018;2124110012;
202442756;2124110012;2124110014;
202442757;2124110017;2124110010;
202442757;2124110010;1843336765;
202442758;2124110015;2124110017;
211559577;2215489945;2215489954;
213541576;455528809;2232169274;
213541576;2232169274;2232169287;
213541576;2232169287;2041646958;
213920974;517172729;269538643;
213920976;269538643;1810687193;
213920976;1810687193;1843336769;
213920976;1843336769;1843336716;
213920976;1843336716;1843336755;
213920976;1843336755;523286842;
213920976;523286842;523286549;
213920976;523286549;523286533;
213920976;523286533;670451140;
213920976;670451140;523286815;
219534481;368249925;2286832734;
219534481;2286832734;4552806511;
228154174;2367876693;2367876695;
228154174;2367876695;2367876691;
254833618;452590898;670477843;
254833618;670477843;1843336762;
254833618;1843336762;1810687119;
254833618;1810687119;1843336750;
254833618;1843336750;1843336714;
254833618;1843336714;453459697;
254833618;453459697;269538642;
261461128;2086389924;2367876697;
261461128;2367876697;2086389909;
261461128;2086389909;2086389910;
261461128;2086389910;2086389920;
261461128;2086389920;2086389940;
261461129;1810687024;2086389924;
261461131;455532817;368249922;
261461133;455532817;4552806513;
261461133;4552806513;368249923;
261461133;368249923;4404201655;
261461133;4404201655;4404201657;
261461133;4404201657;1810686897;
261461133;1810686897;368249924;
261461133;368249924;368249925;
273386522;2086389923;368249926;
273386522;368249926;368250371;
273386522;368250371;3813729371;
273386522;3813729371;368250372;
273386522;368250372;368250373;
273386523;368249929;368249928;
273386523;368249928;2367876693;
371452305;360394788;3750121906;
371452305;3750121906;1810687206;
371452305;1810687206;3750121907;
441943800;368249930;368249929;
441943801;1224729139;1224729284;
441943801;1224729284;518301188;
441943802;368249930;1810687053;
441943802;1810687053;368249931;
441943802;368249931;368249932;
441943802;368249932;360395206;
441946252;2124110013;2124110011;
441946252;2124110011;2124110017;
441946253;3813729371;2086389939;
441946253;2086389939;2086389918;
441946253;2086389918;4309992212;
441946253;4309992212;2086389908;
441946253;2086389908;2086389919;
441946253;2086389919;2086389907;
441946253;2086389907;2086389912;
441946829;455528809;2367876686;
441946829;2367876686;1843336705;
441946829;1843336705;2086389922;
442509064;4401901980;1810687063;
442509064;1810687063;1810687032;
442509065;4401902291;4401902292;
442509065;4401902292;4401902293;
442509065;4401902293;4401902299;
442509065;4401902299;4401902294;
442509065;4401902294;4401902295;
442509065;4401902295;4401902296;
442509065;4401902296;4401902297;
442509065;4401902297;4401902298;
442509065;4401902298;4401901980;
442509065;4401901980;4401901981;
442509065;4401901981;4401901985;
442509065;4401901985;4401901986;
442509065;4401901986;4401901987;
442509065;4401901987;4401901988;
442509065;4401901988;4401902289;
442509065;4401902289;4401902290;
442509065;4401902290;4401901982;
442509065;4401901982;4401901983;
442509065;4401901983;4401901984;
442509065;4401901984;4401902291;
442509066;2086389923;4401902299;
442760214;2086389922;4404188142;
442761452;4404201655;4404188139;
442761453;4404201656;4404201657;
459428867;269538513;2677875626;
459428867;2677875626;269538514;
459428867;269538514;2118665382;
459428867;2118665382;455537613;
459428867;455537613;269538515;
459428867;269538515;2235674035;
459428867;2235674035;1776534139;
459428867;1776534139;455540439;
459428867;455540439;368249925;
459428869;368249925;452589133;
459428869;452589133;1810687032;
459428871;4552806511;1810687024;
459428873;1810687024;269538640;
459428873;269538640;2086389925;
459428873;2086389925;269538642;
459428874;269538642;1843336771;
459428874;1843336771;2041648032;
459428874;2041648032;1843336722;
459428874;1843336722;269538643;
459428874;269538643;517178600;
459428874;517178600;4380986761;
459428874;4380986761;4404214179;
459428874;4404214179;517178593;
459428874;517178593;4380988614;
459428874;4380988614;4404213465;
459428874;4404213465;4380988612;
459428874;4380988612;269538644;
459428874;269538644;1810687327;
459428874;1810687327;4396577167;
459428874;4396577167;517172767;
459428874;517172767;517226001;
459428874;517226001;517225989;
459428874;517225989;1776593831;
459428874;1776593831;508823921;
459428874;508823921;269538645;
459428875;269538642;2041646958;
459428875;2041646958;1810687171;
459428875;1810687171;1810687178;
