1106085871;41.38523;-8.757481;-0.1528469;0.7223086
1224728211;41.37899;-8.75642;-0.1528284;0.7221997
1224729139;41.3789;-8.756393;-0.1528279;0.722198
1224729284;41.37889;-8.756327;-0.1528267;0.7221979
1224729534;41.37922;-8.755955;-0.1528202;0.7222036
1776534139;41.37786;-8.758882;-0.1528713;0.7221799
1776593831;41.38737;-8.765565;-0.152988;0.7223458
1776593834;41.37849;-8.763835;-0.1529578;0.7221909
1776593851;41.37849;-8.763672;-0.1529549;0.7221909
1776593853;41.37862;-8.763836;-0.1529578;0.7221932
1810686739;41.37814;-8.755467;-0.1528117;0.7221848
1810686840;41.37847;-8.763746;-0.1529562;0.7221905
1810686891;41.37864;-8.763802;-0.1529572;0.7221935
1810686897;41.37862;-8.760444;-0.1528986;0.7221932
1810686919;41.37865;-8.763762;-0.1529565;0.7221937
1810686920;41.37866;-8.762166;-0.1529287;0.7221938
1810686933;41.37872;-8.762176;-0.1529288;0.7221949
1810686953;41.37888;-8.756497;-0.1528297;0.7221977
1810686964;41.37896;-8.756104;-0.1528229;0.7221991
1810686987;41.37907;-8.755921;-0.1528197;0.7222009
1810687001;41.37919;-8.765561;-0.1529879;0.7222031
1810687003;41.37919;-8.765471;-0.1529863;0.7222031
1810687024;41.37962;-8.760317;-0.1528964;0.7222105
1810687032;41.37939;-8.758734;-0.1528687;0.7222067
1810687053;41.37956;-8.75584;-0.1528182;0.7222096
1810687054;41.37958;-8.75829;-0.152861;0.7222099
1810687063;41.37964;-8.758348;-0.152862;0.7222109
1810687082;41.37985;-8.765267;-0.1529828;0.7222146
1810687088;41.37997;-8.765312;-0.1529836;0.7222167
1810687116;41.38159;-8.763533;-0.1529525;0.722245
1810687119;41.38169;-8.763459;-0.1529512;0.7222467
1810687135;41.38251;-8.757697;-0.1528506;0.722261
1810687136;41.38251;-8.758917;-0.1528719;0.7222611
1810687137;41.38251;-8.758874;-0.1528712;0.7222611
1810687139;41.38252;-8.758958;-0.1528727;0.7222612
1810687140;41.38253;-8.758836;-0.1528705;0.7222613
1810687141;41.38254;-8.75899;-0.1528732;0.7222615
1810687142;41.38254;-8.75586;-0.1528186;0.7222616
1810687143;41.38255;-8.758694;-0.152868;0.7222617
1810687144;41.38255;-8.758808;-0.15287;0.7222618
1810687145;41.38256;-8.755939;-0.15282;0.722262
1810687146;41.38257;-8.75901;-0.1528736;0.7222621
1810687147;41.38258;-8.758796;-0.1528698;0.7222623
1810687148;41.38258;-8.755849;-0.1528184;0.7222623
1810687149;41.3826;-8.759139;-0.1528758;0.7222626
1810687150;41.3826;-8.759014;-0.1528736;0.7222626
1810687151;41.38261;-8.7588;-0.1528699;0.7222629
1810687152;41.38263;-8.759002;-0.1528734;0.7222632
1810687154;41.38263;-8.755789;-0.1528173;0.7222632
1810687155;41.38264;-8.75882;-0.1528702;0.7222634
1810687156;41.38266;-8.758974;-0.1528729;0.7222636
1810687157;41.38266;-8.758853;-0.1528708;0.7222638
1810687158;41.38267;-8.758936;-0.1528723;0.7222639
1810687159;41.38268;-8.758894;-0.1528715;0.7222639
1810687164;41.38271;-8.759062;-0.1528745;0.7222645
1810687169;41.38277;-8.759566;-0.1528833;0.7222655
1810687171;41.38282;-8.760171;-0.1528938;0.7222664
1810687172;41.38284;-8.759834;-0.152888;0.7222669
1810687173;41.38285;-8.759789;-0.1528872;0.7222669
1810687174;41.38285;-8.759879;-0.1528887;0.722267
1810687175;41.38287;-8.759749;-0.1528865;0.7222673
1810687176;41.38287;-8.759916;-0.1528894;0.7222673
1810687177;41.3829;-8.759723;-0.152886;0.7222678
1810687178;41.3829;-8.759941;-0.1528898;0.7222679
1810687179;41.38293;-8.759713;-0.1528858;0.7222684
1810687180;41.38293;-8.759949;-0.15289;0.7222685
1810687181;41.38295;-8.756558;-0.1528308;0.7222686
1810687183;41.38297;-8.759721;-0.152886;0.722269
1810687184;41.38297;-8.759939;-0.1528898;0.7222691
1810687185;41.38299;-8.759746;-0.1528864;0.7222695
1810687186;41.383;-8.759912;-0.1528893;0.7222695
1810687187;41.38301;-8.759783;-0.152887;0.7222698
1810687189;41.38302;-8.759829;-0.1528879;0.72227
1810687193;41.38325;-8.763354;-0.1529494;0.722274
1810687206;41.38383;-8.755848;-0.1528184;0.722284
1810687299;41.38507;-8.757328;-0.1528442;0.7223058
1810687309;41.38517;-8.757261;-0.152843;0.7223075
1810687320;41.3853;-8.757277;-0.1528433;0.7223098
1810687327;41.38559;-8.765036;-0.1529787;0.7223148
1843336703;41.38193;-8.758363;-0.1528623;0.7222509
1843336705;41.38056;-8.759082;-0.1528748;0.722227
1843336707;41.38157;-8.758213;-0.1528597;0.7222447
1843336710;41.38253;-8.758368;-0.1528624;0.7222615
1843336714;41.38177;-8.763232;-0.1529473;0.7222482
1843336716;41.38284;-8.764935;-0.152977;0.7222669
1843336722;41.38277;-8.762844;-0.1529405;0.7222657
1843336723;41.38276;-8.764363;-0.152967;0.7222654
1843336740;41.38273;-8.763939;-0.1529596;0.7222649
1843336750;41.38175;-8.763294;-0.1529483;0.7222478
1843336755;41.38277;-8.765232;-0.1529822;0.7222657
1843336758;41.3807;-8.75853;-0.1528652;0.7222294
1843336759;41.38278;-8.764538;-0.15297;0.7222658
1843336762;41.38153;-8.763909;-0.1529591;0.722244
1843336763;41.38168;-8.758326;-0.1528616;0.7222466
1843336765;41.38145;-8.758052;-0.1528568;0.7222425
1843336767;41.38272;-8.763674;-0.152955;0.7222646
1843336769;41.38304;-8.764174;-0.1529637;0.7222703
1843336771;41.38272;-8.762798;-0.1529397;0.7222646
2041642107;41.38386;-8.761443;-0.152916;0.7222846
2041642114;41.38391;-8.761307;-0.1529136;0.7222854
2041646958;41.38238;-8.761459;-0.1529163;0.7222588
2041648032;41.38276;-8.762829;-0.1529402;0.7222654
2041648033;41.38321;-8.762133;-0.1529281;0.7222733
2086389907;41.38007;-8.756938;-0.1528374;0.7222184
2086389908;41.38013;-8.757455;-0.1528464;0.7222196
2086389909;41.38007;-8.759317;-0.1528789;0.7222185
2086389910;41.38014;-8.759183;-0.1528766;0.7222196
2086389911;41.38023;-8.758416;-0.1528632;0.7222212
2086389912;41.38006;-8.756886;-0.1528365;0.7222183
2086389913;41.38044;-8.762082;-0.1529272;0.722225
2086389914;41.3802;-8.758752;-0.1528691;0.7222207
2086389915;41.38021;-8.758158;-0.1528587;0.7222208
2086389917;41.38047;-8.762227;-0.1529297;0.7222254
2086389918;41.38017;-8.757592;-0.1528488;0.7222202
2086389919;41.3801;-8.757222;-0.1528424;0.722219
2086389920;41.38022;-8.758845;-0.1528707;0.7222211
2086389921;41.37986;-8.758423;-0.1528633;0.7222148
2086389922;41.38062;-8.758848;-0.1528707;0.7222281
2086389923;41.37975;-8.75816;-0.1528587;0.7222129
2086389924;41.3798;-8.759905;-0.1528892;0.7222138
2086389925;41.38077;-8.761266;-0.1529129;0.7222307
2086389926;41.38036;-8.758815;-0.1528702;0.7222235
2086389927;41.37894;-8.761518;-0.1529173;0.7221988
2086389928;41.37951;-8.757498;-0.1528472;0.7222087
2086389929;41.3791;-8.761415;-0.1529155;0.7222016
2086389932;41.38054;-8.758834;-0.1528705;0.7222267
2086389934;41.37872;-8.761635;-0.1529194;0.722195
2086389935;41.38017;-8.75671;-0.1528334;0.7222202
2086389936;41.38021;-8.758585;-0.1528661;0.7222209
2086389937;41.38007;-8.758676;-0.1528677;0.7222185
2086389938;41.37994;-8.758557;-0.1528657;0.7222162
2086389939;41.3802;-8.757933;-0.1528548;0.7222207
2086389940;41.38023;-8.758769;-0.1528694;0.7222212
2086395358;41.38235;-8.759106;-0.1528752;0.7222582
2086395359;41.38208;-8.758717;-0.1528684;0.7222535
2086395360;41.38215;-8.758813;-0.1528701;0.7222548
2086395361;41.38173;-8.758384;-0.1528626;0.7222474
2118665382;41.37511;-8.756661;-0.1528326;0.7221319
2124110010;41.38136;-8.757901;-0.1528542;0.722241
2124110011;41.38134;-8.757701;-0.1528507;0.7222407
2124110012;41.3807;-8.757421;-0.1528458;0.7222295
2124110013;41.38146;-8.757277;-0.1528433;0.7222427
2124110014;41.38059;-8.757391;-0.1528453;0.7222276
2124110015;41.38126;-8.758048;-0.1528568;0.7222393
2124110017;41.38132;-8.757797;-0.1528524;0.7222403
2124110018;41.38097;-8.757539;-0.1528479;0.7222341
2215489945;41.37859;-8.757126;-0.1528407;0.7221926
2215489954;41.37723;-8.756994;-0.1528384;0.7221689
2232169274;41.38113;-8.76042;-0.1528982;0.7222371
2232169287;41.38123;-8.760522;-0.1529;0.7222387
2235674035;41.37757;-8.758638;-0.1528671;0.7221748
2286832734;41.37914;-8.759912;-0.1528893;0.7222022
2367495466;41.37716;-8.755276;-0.1528084;0.7221677
2367871570;41.37642;-8.754955;-0.1528028;0.7221547
2367871588;41.37645;-8.754969;-0.152803;0.7221553
2367876686;41.3809;-8.759848;-0.1528882;0.7222329
2367876691;41.37867;-8.756934;-0.1528373;0.7221941
2367876693;41.37943;-8.757025;-0.1528389;0.7222072
2367876695;41.37892;-8.757091;-0.1528401;0.7221984
2367876697;41.37999;-8.759508;-0.1528823;0.722217
2376120984;41.3847;-8.759025;-0.1528738;0.7222993
2382238072;41.37698;-8.755193;-0.1528069;0.7221646
2611128017;41.38183;-8.763274;-0.152948;0.7222492
2677875626;41.37423;-8.755945;-0.1528201;0.7221166
3750121906;41.38363;-8.755868;-0.1528187;0.7222806
3750121907;41.38397;-8.755889;-0.1528191;0.7222865
3750121908;41.38346;-8.755985;-0.1528208;0.7222777
3813729371;41.3802;-8.758049;-0.1528568;0.7222207
4309992212;41.38015;-8.75751;-0.1528474;0.7222199
4380986761;41.38411;-8.763921;-0.1529593;0.722289
4380988612;41.38474;-8.764435;-0.1529682;0.7222999
4380988614;41.38466;-8.764361;-0.152967;0.7222986
4396577167;41.38593;-8.765137;-0.1529805;0.7223207
4401796975;41.37864;-8.757001;-0.1528385;0.7221935
4401901980;41.37966;-8.758315;-0.1528614;0.7222112
4401901981;41.37964;-8.758319;-0.1528615;0.722211
4401901982;41.3796;-8.758222;-0.1528598;0.7222103
4401901983;41.37962;-8.758206;-0.1528595;0.7222105
4401901984;41.37963;-8.758198;-0.1528594;0.7222108
4401901985;41.37963;-8.758316;-0.1528614;0.7222108
4401901986;41.37962;-8.758307;-0.1528613;0.7222105
4401901987;41.3796;-8.758293;-0.1528611;0.7222103
4401901988;41.3796;-8.758277;-0.1528608;0.7222102
4401902289;41.3796;-8.758258;-0.1528604;0.7222102
4401902290;41.3796;-8.758239;-0.1528601;0.7222102
4401902291;41.37965;-8.758196;-0.1528594;0.7222111
4401902292;41.37966;-8.758202;-0.1528594;0.7222114
4401902293;41.37967;-8.758213;-0.1528597;0.7222115
4401902294;41.37968;-8.75823;-0.15286;0.7222117
4401902295;41.37969;-8.75825;-0.1528603;0.7222118
4401902296;41.37969;-8.75827;-0.1528607;0.7222118
4401902297;41.37968;-8.75829;-0.152861;0.7222117
4401902298;41.37967;-8.758306;-0.1528613;0.7222115
4401902299;41.37968;-8.758222;-0.1528598;0.7222116
4404188139;41.37855;-8.760506;-0.1528997;0.7221919
4404188142;41.38065;-8.758884;-0.1528714;0.7222286
4404201655;41.37861;-8.760519;-0.1528999;0.7221929
4404201656;41.37855;-8.760481;-0.1528992;0.7221919
4404201657;41.37861;-8.760498;-0.1528995;0.722193
